Embedded Platform Name,SMB Name,Loan Funded On,Loan Amount,Pipe Fees,Repaid Total So Far,Liquidity Risk,Revenue Drop Risk,Non-Payment Risk
Housecall Pro,SMB_53424,2024-08-31 17:39:41.030167,9974,645.45,4092.4597559408417,0,0,0
Priority,SMB_36276,2024-10-16 17:39:40.906910,7584,791.14,2442.5235141385615,0,0,0
Housecall Pro,SMB_72610,2024-07-03 17:39:41.166266,27694,2805.9,17208.218029347623,0,0,0
Housecall Pro,SMB_87147,2024-11-20 17:39:41.262439,18145,1599.5,4257.340320554484,0,0,0
Priority,SMB_13408,2024-08-19 17:39:40.740146,7571,665.96,3511.141558556164,0,0,0
Priority,SMB_21600,2024-06-16 17:39:40.800460,21769,1963.56,13107.319552362549,0,0,0
Boulevard,SMB_41739,2024-07-06 17:39:40.945751,16779,887.29,8877.66439661805,0,0,1
Housecall Pro,SMB_69493,2024-10-18 17:39:41.135746,21851,2143.01,6886.327717705345,0,1,0
Housecall Pro,SMB_80135,2024-04-08 17:39:41.216558,18572,970.16,16006.886891145934,0,0,0
Priority,SMB_26666,2024-09-19 17:39:40.840266,21067,1846.13,9292.25893079339,0,0,0
Housecall Pro,SMB_64363,2024-06-07 17:39:41.100385,30207,2014.98,20673.76165558481,0,0,0
Priority,SMB_11229,2024-05-04 17:39:40.726042,10269,1102.04,6957.0617420637445,0,0,0
Housecall Pro,SMB_82989,2024-04-26 17:39:41.235593,15462,832.33,13199.850017013145,0,0,0
Housecall Pro,SMB_91588,2024-12-19 17:39:41.290035,7826,699.55,1433.5005483503655,0,0,0
Housecall Pro,SMB_80310,2024-09-28 17:39:41.217944,26641,2004.15,10850.157074643163,0,1,0
Housecall Pro,SMB_80341,2024-06-22 17:39:41.218195,31011,1761.98,21587.90231499188,0,0,0
Priority,SMB_4592,2024-10-16 17:39:40.677510,23725,2384.84,7790.121832350428,0,0,0
Priority,SMB_35571,2024-11-28 17:39:40.902346,22745,2603.94,4775.898190778418,0,0,0
Priority,SMB_269,2024-12-06 17:39:40.646103,27018,1542.9,5714.923401120545,0,0,0
Housecall Pro,SMB_93880,2024-03-17 17:39:41.304398,15599,1157.67,13472.379676341583,0,0,0
Housecall Pro,SMB_86850,2024-03-25 17:39:41.260531,19169,2270.61,17252.100000000002,0,1,0
Housecall Pro,SMB_87303,2025-01-11 17:39:41.263381,13667,1609.36,1765.3173842301544,0,0,0
Housecall Pro,SMB_79331,2024-06-22 17:39:41.210683,20170,1242.04,12782.054396413037,0,0,0
Housecall Pro,SMB_95165,2024-11-12 17:39:41.312793,8394,636.07,2286.94520399715,0,0,1
Priority,SMB_13155,2024-07-25 17:39:40.738682,22611,2056.87,13094.386610014453,0,0,0
Housecall Pro,SMB_95180,2024-05-12 17:39:41.312873,25197,1270.54,17805.758477414565,0,0,0
Housecall Pro,SMB_83444,2024-12-21 17:39:41.239606,10354,770.59,1961.2264000868415,0,0,0
Housecall Pro,SMB_84653,2024-05-04 17:39:41.247071,31714,3213.99,24990.20663242272,0,0,0
Housecall Pro,SMB_65978,2024-05-31 17:39:41.110098,30929,1703.72,21502.030435277105,0,0,0
Housecall Pro,SMB_85581,2024-08-22 17:39:41.252644,15630,1006.78,6756.402973800316,0,0,0
Housecall Pro,SMB_61819,2024-03-07 17:39:41.084224,29507,3091.27,23801.053628670885,1,0,0
Priority,SMB_10444,2024-10-31 17:39:40.720191,17366,980.36,5543.968833844884,0,0,0
Housecall Pro,SMB_60488,2024-03-09 17:39:41.076522,9610,578.0,7770.958580332373,1,0,0
Priority,SMB_33721,2024-05-08 17:39:40.890693,7761,515.53,5792.754730572855,0,0,0
Priority,SMB_29006,2024-06-05 17:39:40.858243,14823,1623.84,10216.397677785746,0,0,0
Housecall Pro,SMB_77828,2024-04-23 17:39:41.201300,16281,1486.95,13155.38636650174,0,0,0
Boulevard,SMB_47490,2024-04-22 17:39:40.986135,17380,897.99,13783.543439545774,0,0,0
Priority,SMB_22018,2024-03-10 17:39:40.803531,30111,2859.07,24484.384938745785,0,0,1
Housecall Pro,SMB_53094,2024-11-19 17:39:41.027807,6796,535.63,1590.9702248907938,0,0,0
Priority,SMB_14500,2024-06-12 17:39:40.747767,29546,2944.24,18388.334339717592,0,0,0
Housecall Pro,SMB_78575,2024-05-14 17:39:41.205950,10734,1040.28,7652.188437276669,0,0,0
Housecall Pro,SMB_71786,2024-05-27 17:39:41.158241,27239,2032.17,18715.69553522942,0,0,0
Priority,SMB_10522,2024-05-21 17:39:40.720846,13571,1495.09,10566.062337109159,0,0,0
Priority,SMB_29243,2024-06-24 17:39:40.860133,6916,762.62,4619.480244848716,0,0,0
Housecall Pro,SMB_86220,2025-01-04 17:39:41.256597,16024,1251.16,2441.0438968797844,0,0,0
Housecall Pro,SMB_68672,2024-06-28 17:39:41.127783,19098,1449.78,10643.952886258987,1,0,0
Housecall Pro,SMB_66095,2024-09-17 17:39:41.110776,17660,1464.31,7336.598672035768,0,1,0
Priority,SMB_4230,2024-05-25 17:39:40.674014,15468,1020.8,10044.400527320315,0,0,0
Boulevard,SMB_42466,2024-09-18 17:39:40.950864,6969,729.0,2832.7675080426634,0,0,0
Priority,SMB_27219,2024-03-13 17:39:40.845126,8777,1033.37,7899.3,0,0,0
Priority,SMB_3537,2024-10-22 17:39:40.668066,24816,2052.38,7418.249676936318,0,0,0
Priority,SMB_30928,2024-06-18 17:39:40.872069,16732,1566.76,9728.740942837943,0,0,0
Priority,SMB_26841,2024-08-20 17:39:40.841680,10403,934.05,5475.627260328383,0,0,0
Housecall Pro,SMB_99084,2024-06-12 17:39:41.338902,17137,1725.65,10552.671062684489,0,0,0
Housecall Pro,SMB_73312,2024-07-10 17:39:41.173090,11510,1094.7,6532.612162568695,0,0,0
Priority,SMB_13469,2025-01-13 17:39:40.740514,19878,1127.34,2189.6733413411134,0,0,0
Priority,SMB_35876,2024-07-22 17:39:40.904226,10840,1013.82,6480.433397682932,0,0,0
Housecall Pro,SMB_78581,2024-03-26 17:39:41.205986,16582,1169.33,13663.736871039075,0,0,0
Boulevard,SMB_47857,2025-01-10 17:39:40.988711,6805,429.4,858.8020139568999,0,0,0
Priority,SMB_11891,2024-09-04 17:39:40.730161,16517,1529.95,6904.297495766184,0,1,0
Boulevard,SMB_41805,2024-11-07 17:39:40.946189,27575,2591.13,8074.100075763996,0,0,0
Housecall Pro,SMB_93688,2024-03-16 17:39:41.303163,18406,1849.5,15380.13906614245,1,0,0
Priority,SMB_34672,2024-08-05 17:39:40.896612,29256,1773.49,14577.829074954656,0,0,0
Housecall Pro,SMB_76733,2024-03-07 17:39:41.194807,19933,1286.28,17939.7,0,0,0
Housecall Pro,SMB_83174,2024-06-21 17:39:41.237149,30378,2975.18,17327.801098709348,0,0,0
Priority,SMB_25028,2024-12-30 17:39:40.829481,28494,2062.91,4728.584114174407,0,0,0
Housecall Pro,SMB_83265,2024-10-12 17:39:41.238045,14261,742.3,4533.353041779439,0,0,0
Boulevard,SMB_41798,2024-04-03 17:39:40.946125,27692,2758.18,21801.762682349112,1,0,0
Priority,SMB_944,2025-01-06 17:39:40.650987,12952,965.23,1655.7757984124576,0,1,0
Housecall Pro,SMB_78901,2024-03-26 17:39:41.207907,25444,1679.66,22660.40950439001,0,0,0
Housecall Pro,SMB_95517,2024-08-14 17:39:41.315026,28734,1790.83,14524.81149121647,0,0,0
Priority,SMB_20476,2024-03-02 17:39:40.791470,30886,3085.49,27797.4,0,0,0
Housecall Pro,SMB_57009,2024-09-02 17:39:41.056014,29889,3068.88,12496.773805720899,0,0,0
Priority,SMB_6551,2024-04-17 17:39:40.693779,25551,1460.31,18923.10601860098,0,0,0
Housecall Pro,SMB_76637,2025-01-25 17:39:41.194256,14872,1311.53,1129.9593425139046,0,0,0
Priority,SMB_21794,2024-12-31 17:39:40.801807,9572,597.92,1384.804274887329,0,0,1
Housecall Pro,SMB_64766,2024-08-29 17:39:41.102831,31451,3400.72,13474.844451243489,0,0,0
Priority,SMB_37320,2024-04-26 17:39:40.914128,30369,2698.71,25974.77903759362,0,0,0
Housecall Pro,SMB_58942,2024-04-29 17:39:41.067630,21964,2510.91,15101.836109040316,0,0,0
Housecall Pro,SMB_96452,2024-06-18 17:39:41.321096,18634,1020.87,11765.985221888479,0,0,0
Priority,SMB_8016,2024-09-15 17:39:40.702197,16527,1129.07,6551.702157911062,0,1,0
Priority,SMB_20637,2024-07-07 17:39:40.792536,18188,1424.91,10285.821794353511,0,0,0
Priority,SMB_37168,2024-05-20 17:39:40.913158,14434,1285.4,11171.870054576139,0,0,0
Housecall Pro,SMB_79822,2024-11-02 17:39:41.214266,18309,1140.33,5025.4125510222275,0,0,0
Priority,SMB_36527,2024-03-15 17:39:40.908754,17913,1404.59,16121.7,0,0,0
Priority,SMB_15126,2024-12-21 17:39:40.753209,24291,2781.74,3742.6795057354384,0,0,1
Priority,SMB_12732,2024-07-09 17:39:40.736041,16014,1529.1,9119.498651747565,0,0,0
Housecall Pro,SMB_87406,2024-07-14 17:39:41.264024,21100,1482.57,11353.983448949157,0,0,0
Housecall Pro,SMB_89970,2024-11-09 17:39:41.280243,28242,3014.37,7878.032176290568,0,0,0
Housecall Pro,SMB_62670,2024-10-25 17:39:41.089716,22640,1183.57,6562.294521101693,0,1,0
Priority,SMB_8021,2024-04-12 17:39:40.702224,12614,1108.51,9707.122146520447,0,0,0
Priority,SMB_712,2024-04-23 17:39:40.649102,26385,1906.22,22751.912077068147,0,0,0
Priority,SMB_14331,2024-07-26 17:39:40.746649,31702,2069.97,15625.101836176624,1,0,0
Housecall Pro,SMB_71278,2024-12-27 17:39:41.153255,17063,1048.35,2819.3031693027924,0,0,0
Boulevard,SMB_48836,2025-01-16 17:39:40.995524,17822,1782.61,1939.7452709754805,0,1,0
Housecall Pro,SMB_92645,2024-08-09 17:39:41.296684,9664,831.35,4434.065429260338,1,0,0
Priority,SMB_15487,2024-04-11 17:39:40.756179,30547,1582.82,27353.780354889837,0,1,0
Housecall Pro,SMB_81095,2025-01-26 17:39:41.223263,31816,2718.24,2858.7842851992887,0,0,0
Housecall Pro,SMB_82624,2024-03-23 17:39:41.233263,22462,2609.75,18368.89741402844,0,0,0
Priority,SMB_1292,2024-04-22 17:39:40.653975,19124,2264.4,16284.036280783937,0,0,1
Housecall Pro,SMB_58365,2024-03-24 17:39:41.064284,15211,1302.06,11792.13585188287,0,0,0
Housecall Pro,SMB_68490,2025-01-13 17:39:41.126014,32099,2286.77,3670.4529423816134,0,0,0
Housecall Pro,SMB_90459,2024-10-11 17:39:41.283180,10059,772.17,3235.9967386374597,0,0,0
Housecall Pro,SMB_68693,2024-09-01 17:39:41.127986,22323,1411.66,9510.748772094359,0,1,0
Housecall Pro,SMB_57407,2024-05-02 17:39:41.058424,21319,2174.39,14860.143371423683,0,0,0
Housecall Pro,SMB_56582,2024-04-22 17:39:41.053462,31812,3254.2,24139.39055381597,1,0,0
Boulevard,SMB_49249,2024-10-24 17:39:40.998485,20967,2237.17,6896.3152203199525,0,0,0
Priority,SMB_29940,2024-07-26 17:39:40.864972,6496,411.96,3651.5129949447332,1,0,0
Housecall Pro,SMB_91902,2024-05-07 17:39:41.292155,18273,1531.62,14726.619078286292,0,0,0
Priority,SMB_9066,2024-07-17 17:39:40.710540,31309,3557.36,18836.695770920745,1,0,0
Housecall Pro,SMB_93820,2024-10-20 17:39:41.304027,8452,822.65,2489.114132351943,1,0,0
Housecall Pro,SMB_52953,2024-11-10 17:39:41.026686,22466,1870.05,5593.180945287863,0,0,0
Priority,SMB_30685,2025-01-07 17:39:40.870425,17058,958.82,2096.8871361679367,0,0,0
Boulevard,SMB_50261,2024-08-18 17:39:41.006569,23783,2297.58,10538.910752334908,0,0,0
Priority,SMB_10500,2024-07-27 17:39:40.720605,14993,1782.48,8200.262132170961,0,0,0
Housecall Pro,SMB_89174,2024-03-15 17:39:41.275352,19291,2180.74,17361.9,0,0,0
Priority,SMB_19723,2024-03-07 17:39:40.786911,9658,808.06,7777.32248394131,0,0,0
Boulevard,SMB_40805,2025-01-12 17:39:40.939238,17009,1463.74,1984.1604079245021,0,0,0
Boulevard,SMB_42836,2024-07-13 17:39:40.953733,28991,1725.92,15013.642738065317,0,0,0
Housecall Pro,SMB_66569,2024-12-17 17:39:41.113569,16855,1689.61,2999.489407690722,1,0,0
Boulevard,SMB_43524,2024-11-07 17:39:40.959185,13035,729.54,3485.7981450455973,1,0,0
Boulevard,SMB_43901,2024-12-06 17:39:40.961834,10633,683.19,2159.069370213315,1,0,0
Priority,SMB_22172,2025-01-17 17:39:40.804619,28556,2635.53,3013.4358004751693,0,0,1
Housecall Pro,SMB_90839,2024-03-15 17:39:41.285396,7803,681.71,7022.7,0,0,0
Priority,SMB_482,2024-08-15 17:39:40.647554,13714,1119.34,6756.001692245882,0,0,0
Housecall Pro,SMB_83405,2024-11-07 17:39:41.239360,7676,428.82,2216.4540328660614,0,0,0
Priority,SMB_19901,2024-10-18 17:39:40.788047,16608,1950.5,5543.678055391073,0,1,0
Housecall Pro,SMB_98071,2024-05-01 17:39:41.332405,16979,1739.66,14086.15683888568,0,0,0
Priority,SMB_7585,2024-12-03 17:39:40.699736,27182,1881.85,5295.658727436427,0,0,0
Priority,SMB_20005,2024-08-12 17:39:40.788662,32386,3135.05,16952.37914927085,0,0,0
Housecall Pro,SMB_68899,2024-05-14 17:39:41.130008,15365,943.09,11116.649311402653,0,0,0
Priority,SMB_36668,2024-06-08 17:39:40.909681,26937,2662.44,17048.6610404125,0,1,0
Housecall Pro,SMB_58666,2024-09-02 17:39:41.066047,30203,3462.9,13736.412106832517,0,0,1
Priority,SMB_28268,2024-07-11 17:39:40.852406,15337,800.43,7948.240250833623,0,0,0
Priority,SMB_14403,2024-06-30 17:39:40.747167,23866,1307.1,15926.985459616644,0,0,0
Priority,SMB_2550,2024-04-05 17:39:40.662068,7470,638.74,5497.656807808238,0,0,0
Boulevard,SMB_47887,2024-08-20 17:39:40.988879,27158,2422.01,13091.417689217275,1,0,0
Housecall Pro,SMB_69010,2024-10-06 17:39:41.131066,16620,1179.87,6061.594587966549,0,0,0
Housecall Pro,SMB_92128,2024-10-03 17:39:41.293583,15075,1677.0,6026.4458424259265,1,0,0
Priority,SMB_15712,2024-04-10 17:39:40.757712,17948,1246.28,15985.024671092258,1,0,0
Priority,SMB_26595,2024-07-22 17:39:40.839797,13149,1503.72,7114.875456555247,0,0,0
Priority,SMB_36811,2024-12-19 17:39:40.910644,28786,3410.26,4762.663397324539,0,0,0
Priority,SMB_2606,2024-11-19 17:39:40.662443,28224,2410.44,7668.682041535608,0,0,0
Priority,SMB_9701,2024-04-21 17:39:40.714304,19545,1129.93,14989.124981504223,0,0,0
Housecall Pro,SMB_98370,2024-08-20 17:39:41.334399,12582,722.41,6651.192557989764,0,0,0
Housecall Pro,SMB_56901,2024-03-29 17:39:41.055402,17453,1311.26,15707.7,0,0,0
Housecall Pro,SMB_98668,2024-04-28 17:39:41.336335,18311,2159.14,13903.635736989734,0,0,0
Boulevard,SMB_45471,2024-03-09 17:39:40.972335,29382,3205.09,26443.8,0,0,0
Priority,SMB_14030,2024-04-25 17:39:40.744271,12146,1290.01,8445.961965796796,0,0,0
Priority,SMB_20659,2024-03-19 17:39:40.792665,12147,956.27,10932.300000000001,0,0,0
Housecall Pro,SMB_85701,2024-09-27 17:39:41.253419,30987,3655.11,12004.119933156315,0,0,0
Priority,SMB_30713,2024-12-16 17:39:40.870592,16109,1705.21,3097.9652294023367,0,0,0
Priority,SMB_19420,2024-03-17 17:39:40.784855,29789,1517.05,26790.0861079663,0,0,0
Priority,SMB_10818,2024-09-12 17:39:40.722972,12248,634.55,4691.77109545619,0,0,0
Housecall Pro,SMB_54899,2024-12-12 17:39:41.043471,29297,1997.97,5184.410238423877,0,0,1
Housecall Pro,SMB_89013,2024-03-04 17:39:41.274335,8799,764.36,7058.009583362296,0,1,0
Housecall Pro,SMB_56906,2024-06-09 17:39:41.055429,13086,940.73,9010.201608005153,0,1,0
Housecall Pro,SMB_60174,2024-04-07 17:39:41.074758,24679,2300.08,21042.831355722396,0,0,0
Housecall Pro,SMB_71409,2024-12-14 17:39:41.154541,19916,1312.68,4137.487956430822,0,1,0
Priority,SMB_39646,2024-06-01 17:39:40.930780,25022,1886.65,17325.945212630304,0,0,0
Priority,SMB_32511,2024-07-03 17:39:40.883268,27020,1629.33,14595.542989395535,0,0,0
Housecall Pro,SMB_67042,2024-10-13 17:39:41.116347,22219,1896.05,8277.87096241064,0,0,0
Housecall Pro,SMB_62961,2024-06-04 17:39:41.091506,7304,849.65,5392.605327855723,0,0,0
Housecall Pro,SMB_80237,2024-10-19 17:39:41.217386,29207,2097.0,9265.625749722129,0,0,0
Priority,SMB_37350,2024-07-10 17:39:40.914323,9114,663.1,5156.14617097389,0,0,0
Priority,SMB_26971,2024-07-25 17:39:40.842872,28334,1990.04,17119.741491533645,1,0,0
Boulevard,SMB_47943,2025-01-28 17:39:40.989280,9613,1054.95,686.1464793659795,0,1,0
Priority,SMB_6325,2024-11-07 17:39:40.692386,9164,657.85,2367.223678297599,0,0,0
Housecall Pro,SMB_76283,2025-01-21 17:39:41.192052,13550,830.45,1241.0076843078734,0,0,0
Priority,SMB_13535,2024-12-24 17:39:40.741099,11266,769.04,1699.4787965157066,0,0,0
Housecall Pro,SMB_72938,2024-11-19 17:39:41.169458,14089,1137.09,3322.3215289089558,0,0,0
Housecall Pro,SMB_79814,2024-07-31 17:39:41.214195,9848,1120.6,5455.794849607495,1,0,0
Housecall Pro,SMB_98118,2024-06-25 17:39:41.332788,25241,1880.4,15135.178510028072,1,0,0
Housecall Pro,SMB_98362,2024-08-15 17:39:41.334352,25781,3070.38,13777.176413687563,0,0,0
Boulevard,SMB_42621,2024-08-28 17:39:40.952014,28548,2891.01,11841.580011896569,0,0,0
Priority,SMB_35030,2024-10-21 17:39:40.898894,13958,1085.5,4226.38389449902,0,1,0
Housecall Pro,SMB_81433,2024-08-11 17:39:41.225669,31034,2339.1,15415.005549235628,0,0,0
Priority,SMB_25905,2024-12-29 17:39:40.835396,28753,1528.93,4216.435193319157,0,0,0
Housecall Pro,SMB_60535,2024-07-20 17:39:41.076779,9577,709.78,4795.58036604287,0,0,0
Housecall Pro,SMB_66603,2024-05-02 17:39:41.113767,21595,1773.12,17808.842683240546,0,0,0
Housecall Pro,SMB_55235,2024-10-09 17:39:41.045535,30323,3597.15,10099.51292693403,0,1,0
Boulevard,SMB_47706,2024-03-11 17:39:40.987690,27037,1987.69,23889.901553926356,0,0,0
Priority,SMB_27304,2024-09-30 17:39:40.845692,11088,828.53,4445.931881190523,1,0,0
Boulevard,SMB_47945,2024-10-09 17:39:40.989291,20489,1808.52,6929.095363901358,0,1,0
Boulevard,SMB_42563,2024-11-16 17:39:40.951597,30381,3333.54,7947.267008196816,0,0,0
Housecall Pro,SMB_82961,2025-01-03 17:39:41.235408,25923,2464.44,3841.783758845744,0,0,0
Housecall Pro,SMB_72699,2024-08-16 17:39:41.167143,31662,2855.64,16274.927580852198,0,1,0
Priority,SMB_19229,2024-06-14 17:39:40.783732,6841,453.72,4385.159902532234,0,1,0
Priority,SMB_18479,2024-10-25 17:39:40.778085,15158,1135.94,4410.399146180306,0,0,1
Housecall Pro,SMB_75004,2024-07-19 17:39:41.184268,12560,848.8,7416.247161748238,0,0,0
Priority,SMB_23913,2024-10-06 17:39:40.822334,16895,1482.68,5700.114822396072,0,0,0
Boulevard,SMB_43385,2024-03-23 17:39:40.958352,25333,2369.57,22799.7,0,0,0
Housecall Pro,SMB_90932,2024-03-18 17:39:41.285941,31990,3803.71,28791.0,0,0,0
Housecall Pro,SMB_78365,2025-01-20 17:39:41.204449,29664,1694.26,3014.4603649324945,0,1,0
Priority,SMB_38500,2024-12-09 17:39:40.922104,15881,1179.65,3281.5469483213833,0,0,0
Housecall Pro,SMB_97949,2024-05-15 17:39:41.331375,26711,2076.04,18100.814152164454,0,0,0
Priority,SMB_1263,2024-08-07 17:39:40.653690,10448,1116.41,4830.410683708775,1,0,0
Priority,SMB_8778,2024-09-24 17:39:40.708486,19243,2101.41,6935.242548847076,0,1,0
Boulevard,SMB_50179,2025-01-28 17:39:41.005852,22392,2233.51,1588.0731463279897,0,0,0
Housecall Pro,SMB_71702,2025-01-10 17:39:41.157429,10413,770.0,1303.424858403877,0,0,0
Priority,SMB_23010,2024-12-21 17:39:40.815012,8531,824.23,1432.1587778561695,0,0,0
Housecall Pro,SMB_80430,2024-03-30 17:39:41.218830,13389,1409.07,12050.1,1,0,0
Boulevard,SMB_45438,2024-10-31 17:39:40.972157,15666,1234.44,4295.197140588804,0,0,0
Priority,SMB_31671,2024-07-28 17:39:40.877986,28351,1624.71,14338.659262468447,1,0,0
Housecall Pro,SMB_96579,2024-06-09 17:39:41.321872,10229,696.67,7110.346345429878,0,1,0
Priority,SMB_37943,2024-10-28 17:39:40.918397,31054,2269.72,9645.608756762238,0,0,0
Housecall Pro,SMB_56078,2024-04-17 17:39:41.050496,25308,2885.44,19616.47941225196,0,0,0
Housecall Pro,SMB_86895,2025-01-18 17:39:41.260801,9020,679.15,918.5451338509221,0,0,0
Housecall Pro,SMB_76507,2024-10-13 17:39:41.193527,31757,1787.06,11080.432957362511,0,0,0
Priority,SMB_24873,2024-04-15 17:39:40.828476,7263,432.37,6423.014916896681,1,0,0
Housecall Pro,SMB_96087,2024-11-24 17:39:41.318784,23929,1601.37,5170.569563959317,0,0,0
Housecall Pro,SMB_72175,2024-06-11 17:39:41.162037,22698,1609.46,14056.874393619179,0,1,0
Housecall Pro,SMB_74054,2024-09-20 17:39:41.178807,27594,3123.18,10027.131250777007,1,0,0
Housecall Pro,SMB_72140,2024-03-24 17:39:41.161699,21657,1666.0,17387.656893516345,0,1,0
Priority,SMB_28724,2024-03-19 17:39:40.856047,6990,809.97,6275.6295108040995,0,0,0
Housecall Pro,SMB_89897,2024-05-30 17:39:41.279795,21393,1162.57,14250.426443556235,0,1,0
Housecall Pro,SMB_93303,2024-05-16 17:39:41.300603,14187,1161.67,9270.29848255016,0,0,0
Boulevard,SMB_43450,2024-04-26 17:39:40.958738,22754,1456.37,16891.235025758553,0,0,1
Housecall Pro,SMB_88718,2025-01-06 17:39:41.272442,29014,1780.41,3922.612302070125,0,0,0
Housecall Pro,SMB_73124,2024-08-07 17:39:41.171247,19830,1123.25,9425.254551296064,0,1,0
Boulevard,SMB_47728,2024-11-09 17:39:40.987888,21211,1732.6,6462.247353948028,1,0,0
Priority,SMB_4872,2024-06-30 17:39:40.680224,24434,2375.27,15161.469325824599,0,0,0
Housecall Pro,SMB_84450,2024-09-24 17:39:41.245851,21965,1967.52,8455.663555306828,0,0,0
Priority,SMB_35965,2024-12-29 17:39:40.904878,12066,1363.59,1687.674958215897,0,0,0
Housecall Pro,SMB_57985,2024-12-28 17:39:41.062147,29892,2999.84,4761.329052441173,0,0,0
Housecall Pro,SMB_59505,2024-06-03 17:39:41.070953,24283,1256.17,16101.548045387142,0,0,0
Priority,SMB_10937,2024-03-21 17:39:40.723805,13906,1655.62,12087.59921200126,0,0,0
Housecall Pro,SMB_96157,2024-10-14 17:39:41.319254,15870,1673.51,5943.63892791128,0,0,1
Priority,SMB_28642,2024-07-27 17:39:40.855324,30910,1545.64,15978.54183024987,0,0,0
Priority,SMB_31498,2024-03-26 17:39:40.876848,11314,1169.14,8800.970676249975,0,0,0
Housecall Pro,SMB_68183,2024-07-18 17:39:41.123050,12697,947.79,6649.476503676805,0,0,0
Housecall Pro,SMB_71533,2024-06-01 17:39:41.155763,11290,744.4,7053.380062471776,0,0,0
Priority,SMB_6706,2024-06-27 17:39:40.694669,25618,1504.34,14194.542987087936,0,1,0
Housecall Pro,SMB_68884,2024-11-17 17:39:41.129866,17234,1203.49,4666.6514372842585,0,0,0
Boulevard,SMB_50677,2024-07-22 17:39:41.009474,22423,1124.47,12610.393363089437,0,0,0
Boulevard,SMB_44993,2024-12-09 17:39:40.969135,13370,1345.23,2553.7802700404623,0,0,0
Boulevard,SMB_40305,2024-03-15 17:39:40.935558,20563,1321.56,18506.7,1,0,0
Priority,SMB_3147,2024-07-20 17:39:40.665570,29369,3273.37,16461.138804060643,0,0,0
Priority,SMB_7829,2024-06-03 17:39:40.701138,11859,950.31,8743.968792206499,0,0,0
Priority,SMB_11366,2024-08-10 17:39:40.726918,11179,666.05,6271.518099617658,0,0,0
Priority,SMB_6149,2024-03-16 17:39:40.691240,16639,1477.7,14717.605629294447,0,1,0
Boulevard,SMB_45091,2024-12-12 17:39:40.969753,31574,3665.8,5944.027566390906,0,0,0
Housecall Pro,SMB_55742,2024-07-19 17:39:41.048437,18861,1475.24,10754.613526234292,0,0,0
Boulevard,SMB_49252,2024-05-30 17:39:40.998501,30753,2343.72,21422.528871849496,0,0,0
Priority,SMB_10760,2024-09-01 17:39:40.722576,30801,3047.61,13924.096524083747,1,0,0
Housecall Pro,SMB_62357,2024-03-01 17:39:41.087576,7741,854.05,6966.900000000001,0,0,0
Priority,SMB_10990,2024-03-23 17:39:40.724131,28242,2304.24,22292.98843072924,1,0,0
Housecall Pro,SMB_91645,2024-06-26 17:39:41.290339,19879,2124.66,13294.456134292956,0,0,0
Priority,SMB_8995,2024-11-12 17:39:40.710102,28292,2194.21,7361.331401068772,0,0,0
Housecall Pro,SMB_66519,2024-07-09 17:39:41.113255,28574,2343.44,17552.751655309992,0,0,0
Priority,SMB_24962,2024-04-10 17:39:40.829103,16021,1793.3,14194.343574085735,0,0,0
Priority,SMB_18860,2024-04-02 17:39:40.781204,19282,1906.18,17353.8,0,1,0
Priority,SMB_18419,2024-11-21 17:39:40.777687,26165,2698.09,6097.749866322465,0,0,0
Priority,SMB_8478,2024-10-14 17:39:40.705704,28695,3177.57,8896.179108004246,0,0,0
Boulevard,SMB_45532,2024-04-25 17:39:40.972672,9590,851.14,7872.641814738169,0,0,0
Boulevard,SMB_49381,2024-08-24 17:39:40.999347,7007,572.13,3539.9410540300946,0,0,0
Housecall Pro,SMB_79257,2024-09-23 17:39:41.210164,11310,1308.84,4285.843698512244,0,0,0
Priority,SMB_7496,2024-10-08 17:39:40.699251,21751,1409.88,7326.1581392111175,0,0,0
Priority,SMB_14071,2024-07-26 17:39:40.744601,24837,2663.37,12145.696275352137,1,0,0
Housecall Pro,SMB_65669,2025-01-20 17:39:41.108171,11214,741.91,1060.5942978576888,0,0,0
Priority,SMB_20298,2024-11-25 17:39:40.790426,26575,1341.39,6998.970862251548,0,0,0
Housecall Pro,SMB_91735,2024-08-03 17:39:41.291021,18122,1621.54,10261.469254875512,0,0,0
Priority,SMB_1550,2024-10-23 17:39:40.655654,28921,2995.89,10231.329665937672,0,0,0
Priority,SMB_2221,2024-07-10 17:39:40.660129,21001,1856.09,12152.841291962884,0,0,0
Priority,SMB_39965,2024-05-04 17:39:40.932932,21549,2119.59,14370.642158339519,0,0,0
Priority,SMB_1485,2024-12-11 17:39:40.655180,8934,897.47,1857.0355482827867,0,0,0
Priority,SMB_24877,2024-03-17 17:39:40.828507,24836,1592.38,20708.052317515103,0,0,0
Priority,SMB_15395,2024-11-09 17:39:40.755451,32130,2003.3,9815.648757415844,0,0,0
Housecall Pro,SMB_70989,2024-11-14 17:39:41.150437,24423,2828.49,6479.942145737913,0,0,0
Priority,SMB_3447,2024-04-04 17:39:40.667404,20563,1317.04,15779.072470675608,0,0,0
Priority,SMB_19322,2024-03-08 17:39:40.784268,26649,1755.05,21698.418193186753,0,0,0
Boulevard,SMB_49504,2024-12-10 17:39:41.000145,10782,813.64,2050.0760677461262,0,0,0
Priority,SMB_31493,2024-05-06 17:39:40.876785,28915,3026.38,23621.498389796467,0,0,0
